"asin","fnsku","product-name","fulfillment-center","country-code","longest-side","median-side","shortest-side","measurement-units","weight","weight-units","item-volume","volume-units","product-size-tier","average-quantity-on-hand","average-quantity-pending-removal","estimated-total-item-volume","month-of-charge","storage-rate","currency","estimated-monthly-storage-fee","dangerous-goods-storage-type","eligible-for-inventory-discount","qualifies-for-inventory-discount",Account,Country,Reference
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","CMH1","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","43.20","0.00","6.3157","2019-09","0.69","USD","4.3579","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","CMH1","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","49.43","0.00","11.6623","2019-09","0.69","USD","8.0470","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","BWI2","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","31.33","0.00","4.5809","2019-09","0.69","USD","3.1608","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07PLC3MY5","X00239LSIZ","Hermosa Beauty Eyebrow Hair Remover, Portable Eyebrow Trimmer, Eyebrow Epilator, Battery-operated Eyebrow Razor, Electric Hair Remover for Brows, Rose Gold Eyebrow Shaper","BWI2","US","8.66","3.70","1.97","inches","0.17","pounds","0.0365","cubic feet","Standard-Size","10.00","3.33","0.2434","2019-09","0.69","USD","0.1680","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","BWI2","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","85.40","0.00","13.2616","2019-09","0.69","USD","9.1534","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","BWI2","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","33.60","0.00","7.9269","2019-09","0.69","USD","5.4696","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B06Y5LXR9V","B06Y5LXR9V","Activated Charcoal Odor Absorber Bags (3-Pack), Bamboo Charcoal Room Deodorizer, Natural Odor Eliminator, Car Odor Absorbing Bags, Charcoal Bamboo Air Purifying Bag, All-Natural Moisture Absorber Bags","BWI2","US","12.20","8.70","2.00","inches","2.10","pounds","0.1228","cubic feet","Standard-Size","0.57","0.00","0.0696","2019-09","0.69","USD","0.0480","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B01FV89DD0","B01FV89DD0","Meal Prep Haven 3 Compartment Food Containers with Airtight Lid, Bento Box, Lunch Box for Meal Prep, 21 Day Fix and Portion Control, Set of 14","BWI2","US","10.00","8.10","7.00","inches","2.75","pounds","0.3281","cubic feet","Standard-Size","0.13","0.00","0.0437","2019-09","0.69","USD","0.0302","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","EWR9","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","3.20","0.00","0.7549","2019-09","0.69","USD","0.5172","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","EWR9","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","3.20","0.00","0.4678","2019-09","0.69","USD","0.3228","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","CAE1","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","0.30","0.00","0.0466","2019-09","0.69","USD","0.0321","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B01LXWVOTY","B01LXWVOTY","Cushion Foam Sheets (50 Count), 12x12 Foam Wrap Sheets for Moving Supplies, Packing Wrap for Moving, China Wrapping, Glassware Storage, Furniture Edge Protection, Thick Cushion Foam Packing Material","CAE1","US","12.52","12.28","5.35","inches","0.50","pounds","0.4760","cubic feet","Standard-Size","2.53","0.00","1.2059","2019-09","0.69","USD","0.8311","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","CAE1","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","0.07","0.00","0.0097","2019-09","0.69","USD","0.0067","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","DTW1","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","47.23","0.00","6.9054","2019-09","0.69","USD","4.7647","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","DTW1","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","47.20","0.00","11.1354","2019-09","0.69","USD","7.6842","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B06Y5LXR9V","B06Y5LXR9V","Activated Charcoal Odor Absorber Bags (3-Pack), Bamboo Charcoal Room Deodorizer, Natural Odor Eliminator, Car Odor Absorbing Bags, Charcoal Bamboo Air Purifying Bag, All-Natural Moisture Absorber Bags","DTW1","US","12.20","8.70","2.00","inches","2.10","pounds","0.1228","cubic feet","Standard-Size","0.37","0.00","0.0450","2019-09","0.69","USD","0.0311","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","CHA1","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","0.07","0.00","0.0104","2019-09","0.69","USD","0.0071","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B01LXWVOTY","B01LXWVOTY","Cushion Foam Sheets (50 Count), 12x12 Foam Wrap Sheets for Moving Supplies, Packing Wrap for Moving, China Wrapping, Glassware Storage, Furniture Edge Protection, Thick Cushion Foam Packing Material","CHA1","US","12.52","12.28","5.35","inches","0.50","pounds","0.4760","cubic feet","Standard-Size","1.00","0.00","0.4760","2019-09","0.69","USD","0.3313","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07PLC3MY5","X00239LSIZ","Hermosa Beauty Eyebrow Hair Remover, Portable Eyebrow Trimmer, Eyebrow Epilator, Battery-operated Eyebrow Razor, Electric Hair Remover for Brows, Rose Gold Eyebrow Shaper","CHA1","US","8.66","3.70","1.97","inches","0.17","pounds","0.0365","cubic feet","Standard-Size","17.33","9.33","0.2921","2019-09","0.69","USD","0.2016","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","LGB3","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","13.67","0.00","3.2242","2019-09","0.69","USD","2.2247","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","LGB3","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","37.60","0.00","5.4970","2019-09","0.69","USD","3.7930","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","LGB3","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","50.77","0.00","7.8835","2019-09","0.69","USD","5.4423","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","PHL7","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","0.10","0.00","0.0146","2019-09","0.69","USD","0.0108","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","PHL7","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","0.17","0.00","0.0259","2019-09","0.69","USD","0.0192","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
